Gene_ID	Gene_Name	AML_BDCM	AML_P31_FUJ	AML_PL-21	chondrosarcoma_CAL-78	chondrosarcoma_Hs819.T	chondrosarcoma_SW-1353
ENSG00000277075	HIST1H2AE	5.0	0.6	0.8	1.0	0.1	
ENSG00000277087	AL121890.3			0.1			
ENSG00000277089	AC243829.4	0.1	0.1				0.1
ENSG00000277093	ENSG00000277093	0.2	1.0				
ENSG00000277103	AL445670.1			0.1		0.1	0.4
ENSG00000277105	ENSG00000277105	13.0	0.6				
ENSG00000277112	ANKRD20A21P						0.3
ENSG00000277117	FP565260.3	0.4	0.4	0.2			0.1
ENSG00000277118	RF00017				0.3		
ENSG00000277120	MIR6089	0.2					
ENSG00000277123	ENSG00000277123	0.2	0.2				
ENSG00000277128	AL589743.5		0.1		4.0		2.0
ENSG00000277129	AC012531.5		0.1			0.3	0.3
ENSG00000277130	AC073569.3	0.1	0.4	0.4	0.4	0.1	0.2
ENSG00000277135	AC012409.3			0.4		0.1	0.6
ENSG00000277138	MIR6509		0.4	0.8			
ENSG00000277142	LINC00235	0.2	0.7	0.5	0.7	0.3	0.5
ENSG00000277143	AC074276.2	0.1		0.1			
ENSG00000277144	AC092757.3	0.4	0.2	0.2		0.1	0.3
ENSG00000277147	LINC00869	0.9	2.0	6.0	2.0	0.1	0.6
ENSG00000277149	TYW1B	0.6	1.0	1.0	1.0	0.2	2.0
ENSG00000277150	F8A3	0.1	5.0	4.0	1.0		0.2
ENSG00000277151	AL138820.1		0.4	0.2			0.1
ENSG00000277152	AC110048.2				0.1	0.1	0.2
ENSG00000277156	AL589743.6				0.5	0.1	0.7
ENSG00000277157	HIST1H4D	0.4				0.1	
ENSG00000277159	AL139384.2		0.5	0.7	0.5		0.5
ENSG00000277160	ENSG00000277160	3.0					
ENSG00000277161	PIGW	5.0	5.0	3.0	7.0	2.0	7.0
ENSG00000277170	AC012676.3	0.7	0.4	0.5	0.2	0.1	1.0
ENSG00000277173	AC004241.4	0.1	0.2				0.3
ENSG00000277182	AC006449.5	0.6	0.2	0.1	0.4		
ENSG00000277188	RF02154						0.3
ENSG00000277196	ENSG00000277196		0.1				
ENSG00000277198	RN7SL270P	0.2	0.5	0.1	0.2		0.2
ENSG00000277199	LINC01632				0.2		0.2
ENSG00000277200	AC005696.4	0.1	0.1	0.1			
ENSG00000277201	ENSG00000277201	8.0	12.0	9.0	5.0	2.0	8.0
ENSG00000277203	F8A1	7.0	4.0	3.0	6.0	3.0	2.0
ENSG00000277206	AC073349.3					0.1	
ENSG00000277207	ENSG00000277207	0.2					
ENSG00000277212	ENSG00000277212		0.2				
ENSG00000277214	AC009159.2						1.0
ENSG00000277215	SPANXA2-OT1					0.1	1.0
ENSG00000277218	AL139123.1	0.4	0.2	0.2	0.1	0.4	0.5
ENSG00000277223	AC090116.1				0.4	0.2	0.1
ENSG00000277224	HIST1H2BF	1.0	0.3	0.3			
ENSG00000277229	AC084781.1		0.2		0.1		
ENSG00000277232	GTSE1-DT	0.8	0.5	0.2	0.1	0.1	0.3
ENSG00000277233	RF00017		0.1	0.1			
ENSG00000277235	AL035420.3	0.1				0.1	0.4
ENSG00000277245	AC084782.3	1.0		0.1	0.3	0.1	0.1
ENSG00000277246	AL157762.1		1.0	3.0		0.1	0.3
ENSG00000277247	AC083809.1		4.0		1.0		1.0
ENSG00000277249	MIR6784		0.2			2.0	3.0
ENSG00000277250	RF00017	0.3	0.1	0.1	0.2	0.1	0.3
ENSG00000277253	AC118758.2				0.1		
ENSG00000277257	ENSG00000277257			0.2			
ENSG00000277258	PCGF2	11.0	5.0	0.9	7.0	4.0	4.0
ENSG00000277259	ENSG00000277259				0.7	0.3	1.0
ENSG00000277265	RN7SL556P			0.1			
ENSG00000277268	LHX1-DT						1.0
ENSG00000277270	AL160412.1				0.2		0.7
ENSG00000277283	AC004812.2	1.0	1.0	0.5	0.6	0.5	1.0
ENSG00000277287	AL109976.1	0.1	0.3			0.1	
ENSG00000277288	C10orf142				0.7		0.2
ENSG00000277290	AC136475.10	3.0	2.0	0.9	4.0	0.9	0.7
ENSG00000277299	AC084876.1	0.3	1.0	0.6		0.2	0.2
ENSG00000277301	AL034550.2	0.2	0.3	0.3			0.1
ENSG00000277304	AC142086.6				0.1	0.1	
ENSG00000277310	AC090246.1	0.2	0.8	0.3	0.8		0.6
ENSG00000277312	ENSG00000277312			0.7			
ENSG00000277319	AL161616.1		0.1				
ENSG00000277324	AC093462.1	0.2	0.1	0.1		0.1	0.1
ENSG00000277327	SPDYE20P	0.1					
ENSG00000277342	AC048344.4	0.8	0.2	0.4	1.0	0.2	0.3
ENSG00000277348	ENSG00000277348				0.8		0.4
ENSG00000277352	AP001065.2					0.1	
ENSG00000277353	ENSG00000277353	0.2	0.2	0.2			0.6
ENSG00000277358	AL138693.1	0.1					
ENSG00000277363	SRCIN1	0.1	2.0	0.1	0.1		0.2
ENSG00000277367	AL929601.4						0.3
ENSG00000277368	AL138966.2	0.2	0.2			0.1	
ENSG00000277369	AC010654.1	0.4	0.4	0.1	0.3	0.2	0.6
ENSG00000277371	RF00017				0.6	0.2	0.1
ENSG00000277373	AL132765.2		0.1				
ENSG00000277382	AC005837.3		0.1		2.0	0.4	0.6
ENSG00000277383	AC010331.1	0.6	0.8	0.1	0.3	0.3	0.3
ENSG00000277385	RF00017					0.1	
ENSG00000277386	AL138999.1						0.2
ENSG00000277387	MIR8058						0.9
ENSG00000277391	MIR6881	1.0				0.4	
ENSG00000277396	RF00017	0.5	0.4	0.5	0.5	0.3	0.1
ENSG00000277400	ENSG00000277400	2.0	3.0	0.8	3.0	2.0	3.0
ENSG00000277402	MIR6891			0.3			
ENSG00000277406	SEC22B4P		0.6	12.0	0.1		0.1
ENSG00000277408	Z99129.2		0.1				
ENSG00000277411	RF00001	0.1		0.6			2.0
ENSG00000277420	ENSG00000277420					0.1	
ENSG00000277423	AC069234.5	1.0	3.0	1.0	0.9	0.2	0.6
ENSG00000277425	AL121890.4	0.1	0.2	0.8	0.1	0.1	0.4
ENSG00000277427	ENSG00000277427		0.2				
ENSG00000277435	AC138649.2	0.1				0.2	0.1
ENSG00000277438	KDM5DP1	0.1	0.1				
ENSG00000277440	AC012676.4	0.2	0.2	0.1	0.3		0.1
ENSG00000277443	MARCKS	79.0	13.0	2.0	50.0	61.0	31.0
ENSG00000277447	AP005431.1		0.1				0.1
ENSG00000277448	LINC02338	0.1			0.1		
ENSG00000277449	CEBPB-AS1	0.2	0.8	0.3	0.1	0.2	0.3
ENSG00000277450	AC002094.4	0.2	0.1		0.5	0.2	0.7
ENSG00000277452	RN7SL473P	0.2	0.2			0.2	0.5
ENSG00000277453	AC010271.2	0.1		0.1	0.1		0.2
ENSG00000277455	RF00017	0.1					
ENSG00000277459	AP001527.2				0.7	0.5	0.4
ENSG00000277462	ZNF670	2.0	2.0	3.0	1.0	0.4	1.0
ENSG00000277463	AC080038.3	0.2					
ENSG00000277466	AP006248.1		0.2				
ENSG00000277467	RN7SL628P	0.1	0.1		0.7		
ENSG00000277476	AC005332.5	0.5	1.0	2.0	1.0	0.3	1.0
ENSG00000277479	AL022345.3	0.1		0.1	0.4		
ENSG00000277482	AC090607.5			0.1			
ENSG00000277485	ENSG00000277485	0.5					1.0
ENSG00000277491	AC087392.5	0.1	0.3	0.1	0.5	0.3	0.3
ENSG00000277494	GPIHBP1						0.1
ENSG00000277496	AL357033.4	0.4			0.3		0.1
ENSG00000277499	AL359854.1	0.1					
ENSG00000277501	AC243571.2						0.2
ENSG00000277504	AC010536.3	0.1	0.1	0.1			
ENSG00000277510	RF00017	0.2	0.1	0.3			
ENSG00000277511	AC116407.2	2.0	0.5	0.2	0.1	0.2	0.1
ENSG00000277521	MIR8078		0.2				
ENSG00000277526	AC245123.1	0.1					
ENSG00000277529	NF1P10						2.0
ENSG00000277534	AC007996.1	2.0	1.0	0.2	0.8	0.2	2.0
ENSG00000277535	AL772284.2						0.1
ENSG00000277539	ENSG00000277539		0.1				
ENSG00000277542	RF02133					0.2	
ENSG00000277545	AL356752.1		0.1	0.2			
ENSG00000277548	AC018926.3	1.0	2.0	2.0	0.3	0.4	0.5
ENSG00000277550	AL031651.1				0.1		
ENSG00000277555	ENSG00000277555	0.3	0.5	1.0	0.6		0.4
ENSG00000277556	OR13C5						0.1
ENSG00000277558	AL109923.1					0.1	
ENSG00000277559	AC018553.1		5.0		0.4	1.0	0.9
ENSG00000277561	GOLGA8IP		0.8	0.3		0.1	0.3
ENSG00000277566	AC089999.2	0.3	0.3	0.2			0.1
ENSG00000277568	RF02271	0.2		0.1			
ENSG00000277572	RF01518	0.8	0.2	0.2		0.2	
ENSG00000277573	ENSG00000277573	0.2	0.6	0.2			
ENSG00000277575	AL162233.1				0.4		
ENSG00000277579	AC244093.3			0.1			
ENSG00000277581	AL023803.3	0.1	0.1		0.3		
ENSG00000277586	NEFL				29.0	0.5	5.0
ENSG00000277588	MIR6806					0.5	
ENSG00000277589	AC244093.4	0.1	0.2	0.1			
ENSG00000277590	MIR7845		0.3	0.3	0.4	0.2	
ENSG00000277591	RN7SL575P	0.1					
ENSG00000277595	AC007546.1	0.7	0.5	0.3		0.4	3.0
ENSG00000277597	AC130343.2				0.7	0.1	0.4
ENSG00000277598	BX088702.1			0.1			
ENSG00000277602	AC005363.2	0.2	0.5	0.1			
ENSG00000277605	RF00017		0.2	0.2		0.1	
ENSG00000277610	RNVU1-4	0.9		0.7	2.0		
ENSG00000277611	Z98752.3			0.1			
ENSG00000277621	AC005277.2	0.1					
ENSG00000277631	PGM5P3-AS1		0.2				
ENSG00000277632	CCL3	90.0	2.0	0.2	0.1		0.3
ENSG00000277634	RF00019		0.5	0.3			
ENSG00000277635	RF00017		0.2	0.1		0.1	
ENSG00000277639	AC007906.2	0.8				0.2	2.0
ENSG00000277640	AL445647.2		1.0				
ENSG00000277645	ENSG00000277645		0.2	0.2			2.0
ENSG00000277651	AL391261.4	0.1	0.1	0.1			
ENSG00000277653	RF01909	0.1	1.0	2.0		0.1	0.1
ENSG00000277654	AC087633.2						1.0
ENSG00000277662	AL354696.1	1.0	3.0	1.0		0.1	0.5
ENSG00000277663	ENSG00000277663						0.1
ENSG00000277665	ENSG00000277665		0.3				
ENSG00000277669	AC009086.2	0.1					
ENSG00000277675	AC211486.5	0.2	0.1	0.2			
ENSG00000277678	RF00003	2.0		2.0		1.0	1.0
ENSG00000277681	MIR6739	3.0	3.0	6.0	0.6	1.0	2.0
ENSG00000277687	AL139407.1	0.6	1.0	1.0	0.7	0.3	0.5
ENSG00000277690	AC023490.2						0.1
ENSG00000277692	AL121583.1	0.2	0.1		0.2	0.1	0.5
ENSG00000277693	AP003900.1				2.0		4.0
ENSG00000277697	AL591441.2						0.1
ENSG00000277701	AC159540.2		0.1				
ENSG00000277702	AC239859.6	0.4	0.4	0.1	3.0	4.0	8.0
ENSG00000277705	AC007450.3	0.2	0.1	0.1			
ENSG00000277713	MIR6856	0.2				0.2	
ENSG00000277715	AC079174.2	0.6			0.3	0.3	0.4
ENSG00000277718	LINC02255	1.0				0.1	
ENSG00000277721	RF00017		0.1			0.1	
ENSG00000277723	MIR6827					0.3	4.0
ENSG00000277728	AC097641.2	1.0	1.0	0.8	3.0	0.9	1.0
ENSG00000277734	TRAC	18.0	4.0		0.1		0.5
ENSG00000277737	FP325317.1						0.1
ENSG00000277740	RF00017	2.0	0.5				
ENSG00000277741	GOLGA6L17P	0.1	0.1	0.1	0.1	0.2	
ENSG00000277744	AC011462.5	0.8	3.0	2.0	2.0	0.5	1.0
ENSG00000277745	H2AFB3	0.1	0.1		0.1		0.4
ENSG00000277749	AC023300.2						0.2
ENSG00000277758	FO681492.1				0.4	0.2	0.4
ENSG00000277759	MIR6719	0.2	0.4			0.5	
ENSG00000277763	AL138995.1		0.4	0.4	0.5		
ENSG00000277764	RF02272						0.3
ENSG00000277767	AL442128.2	0.3	0.5	0.2	0.8	0.1	0.4
ENSG00000277771	RF00017			0.1			
ENSG00000277775	HIST1H3F	0.9	0.3	0.3			0.1
ENSG00000277778	PGM5P2	0.6	1.0	0.6	3.0	0.8	8.0
ENSG00000277782	AC068870.2	0.5	1.0	0.2	3.0	2.0	0.9
ENSG00000277790	AC084781.2	0.1			0.8		
ENSG00000277791	PSMB3	85.0	92.0	52.0	53.0	30.0	36.0
ENSG00000277792	ENSG00000277792			0.9			
ENSG00000277794	RF00017	0.1	0.2				0.2
ENSG00000277797	AL359693.1		0.1				
ENSG00000277806	AC006213.5	0.7	1.0	0.9	0.8	0.3	2.0
ENSG00000277812	ENSG00000277812	0.3	0.7	1.0	2.0	0.8	2.0
ENSG00000277817	MIR6738	0.5		0.3		0.2	
ENSG00000277819	ENSG00000277819	0.2	0.2				
ENSG00000277822	ENSG00000277822	0.1					
ENSG00000277825	AC020917.3				0.1		
ENSG00000277826	RF02271						0.1
ENSG00000277828	AL137067.2	0.1				0.1	
ENSG00000277829	AL031651.2		0.6	1.0		0.1	
ENSG00000277831	AL138960.1			0.2		0.2	
ENSG00000277840	AC026368.1		1.0	1.0	0.1	0.2	0.2
ENSG00000277843	ENSG00000277843					0.3	
ENSG00000277846	SNORD30	0.4	0.2	0.7			0.3
ENSG00000277851	LINC02391	2.0					
ENSG00000277855	AC097634.3		0.3	0.3	0.1	0.3	
ENSG00000277856	ENSG00000277856				0.3		0.9
ENSG00000277861	ENSG00000277861		0.2	0.2	0.8		3.0
ENSG00000277866	AC022106.2		0.1				
ENSG00000277870	FAM230A			0.1			0.1
ENSG00000277872	MIR6817	0.5					
ENSG00000277873	AC131159.2	0.1	0.1	0.1		0.1	
ENSG00000277875	ENSG00000277875			0.2			
ENSG00000277877	ENSG00000277877	6.0	7.0	13.0	1.0	0.7	2.0
ENSG00000277878	AC010385.3	0.1					
ENSG00000277879	AL391988.1	0.9	4.0	0.3	0.8	0.2	1.0
ENSG00000277880	TRBV17		0.1				
ENSG00000277882	AL592295.2		0.4	0.1			
ENSG00000277883	NLRP3P1						0.5
ENSG00000277892	MIR6746				1.0	2.0	4.0
ENSG00000277893	SRD5A2						0.1
ENSG00000277895	AC135279.3	0.1	0.1	0.1		0.1	0.2
ENSG00000277900	RF00017	0.2		0.1			0.3
ENSG00000277901	AL390037.1	0.5	0.1	0.2			
ENSG00000277911	AC243773.2						0.4
ENSG00000277916	RF02271	7.0	6.0	8.0	8.0	2.0	3.0
ENSG00000277918	RF00003	0.1					
ENSG00000277933	ENSG00000277933					0.1	1.0
ENSG00000277934	ENSG00000277934		0.4		1.0	0.9	0.5
ENSG00000277938	AL035252.3	0.1	0.4	0.3	0.4	0.1	0.2
ENSG00000277942	MIR8075	0.2					
ENSG00000277945	AC107308.1	0.1			3.0	0.4	0.7
ENSG00000277948	RF02271	1.0	1.0	2.0	3.0	0.5	0.5
ENSG00000277950	RF00017			0.1			
ENSG00000277954	AC092376.2						0.2
ENSG00000277957	SENP3-EIF4A1	0.5	0.2	0.1	0.1		0.3
ENSG00000277958	RF00017			0.1			0.2
ENSG00000277959	AL162274.2	1.0	1.0	0.7	2.0	1.0	3.0
ENSG00000277962	ENSG00000277962	0.1		0.1			
ENSG00000277965	RF00017						0.1
ENSG00000277966	RF02140				2.0	0.2	
ENSG00000277969	AC006449.6	5.0	1.0	1.0	2.0	0.1	0.7
ENSG00000277971	AC007731.4			0.1			
ENSG00000277972	CISD3	2.0	6.0	3.0	5.0	6.0	7.0
ENSG00000277977	AC010332.1	0.2	0.7	3.0	11.0	2.0	6.0
ENSG00000277978	AC010542.5	0.1	4.0	4.0	4.0	0.4	2.0
ENSG00000277981	AL731556.2						0.2
ENSG00000277987	LINC02351						0.5
ENSG00000277998	AC107075.1	0.1		0.2	0.3		
ENSG00000277999	AC009093.6	0.3	0.4			0.1	0.2
ENSG00000278000	AC139100.2	0.2		2.0	0.6	0.4	1.0
ENSG00000278002	AL627171.1	0.2	0.1	0.1	0.1		0.2
ENSG00000278009	AL139099.3	0.1	0.4	0.8			
ENSG00000278012	AL031658.2		0.1				
ENSG00000278013	AC245033.2				0.3	0.1	0.4
ENSG00000278014	ENSG00000278014					0.3	
ENSG00000278017	AC064801.1	0.2	0.3	0.7	0.4		
ENSG00000278022	AC118658.1			0.1		0.1	0.2
ENSG00000278023	RDM1	3.0	4.0	0.7	0.8		0.5
ENSG00000278028	RF00019			0.1			2.0
ENSG00000278029	ENSG00000278029	0.2	1.0	0.2		0.2	0.9
ENSG00000278030	TRBV7-9		0.3		0.7		
ENSG00000278034	MIR6731	0.6	0.2				
ENSG00000278035	AL121895.2					0.1	0.5
ENSG00000278038	MIR6076	0.1					
ENSG00000278040	RF02271		0.1	0.1		0.1	
ENSG00000278041	AL133325.3	0.2			0.1		0.4
ENSG00000278047	ENSG00000278047	0.8					
ENSG00000278048	RF00004	0.9	0.6	0.1		0.3	
ENSG00000278052	AC104985.2	0.1					
ENSG00000278053	DDX52	6.0	5.0	3.0	6.0	2.0	6.0
ENSG00000278054	AL591926.5					0.1	
ENSG00000278058	AC009159.3				0.1		2.0
ENSG00000278060	AC012366.1		0.1				
ENSG00000278065	ENSG00000278065						2.0
ENSG00000278068	AL136317.3						0.2
ENSG00000278071	AL161669.3				0.3	0.5	
ENSG00000278075	AC114341.1	0.2	0.3	0.6		0.1	0.6
ENSG00000278077	AL591926.6	0.2	0.2	0.2		0.1	0.1
ENSG00000278080	ENSG00000278080	0.1	0.1	0.1			0.2
ENSG00000278084	AC069503.3	0.1	0.1				
ENSG00000278090	LUNAR1	3.0	0.1				
ENSG00000278093	ENSG00000278093	0.3					
ENSG00000278095	AC022509.4		0.7	0.1			
ENSG00000278097	AC243829.5			0.2			
ENSG00000278100	RF00017					0.4	
ENSG00000278106	AF254983.2		0.1				0.3
ENSG00000278107	AC027575.2	0.2	0.4	1.0		0.2	
ENSG00000278108	MIR6757					0.5	
ENSG00000278112	AC145423.3	0.3	0.2	0.1	0.7	0.4	2.0
ENSG00000278124	RN7SL186P	0.1					
ENSG00000278126	AC139768.2	0.8	1.0	0.4	0.3	0.3	1.0
ENSG00000278129	ZNF8	1.0	2.0	0.9	1.0	0.4	0.6
ENSG00000278131	AC116050.1				0.1	0.1	0.1
ENSG00000278133	AC135050.6	6.0	13.0	13.0	8.0	2.0	6.0
ENSG00000278134	ENSG00000278134	1.0	0.9	0.9	0.7	0.3	
ENSG00000278136	ENSG00000278136		0.4	0.4		0.2	0.7
ENSG00000278146	AC012409.4			0.2			0.9
ENSG00000278153	AL121782.1		0.1	0.2			
ENSG00000278156	TSC22D1-AS1		1.0	0.5	0.3	1.0	0.3
ENSG00000278158	AP001059.3	1.0	0.1				
ENSG00000278175	GLIDR	1.0	0.2	0.1	0.2	0.1	0.2
ENSG00000278177	AL354811.1				1.0	0.2	0.3
ENSG00000278184	NF1P11				0.1		1.0
ENSG00000278185	ENSG00000278185		0.1		0.8		0.2
ENSG00000278192	AL118505.1		0.4				0.1
ENSG00000278195	SSTR3	1.0					
ENSG00000278196	IGLV2-8				0.1		0.1
ENSG00000278200	LINC01971		0.3				
ENSG00000278202	AC243919.1	0.4			0.2	0.1	0.3
ENSG00000278203	ENSG00000278203		0.2			0.3	
ENSG00000278206	AL031320.2	0.3	0.7	2.0	0.4	0.2	0.2
ENSG00000278212	AC134878.2	0.1	0.1		0.4		0.1
ENSG00000278214	LINC02139						0.1
ENSG00000278215	AP001318.3		0.1	0.1			
ENSG00000278219	ENSG00000278219	4.0	20.0	11.0	1.0	2.0	2.0
ENSG00000278223	MIR6783	0.2	0.5	2.0	5.0	0.2	
ENSG00000278224	PRICKLE4	0.2	0.5	0.1	0.1	0.1	0.1
ENSG00000278231	AL133342.1	2.0	1.0	0.8			0.1
ENSG00000278236	RF02271	0.9	0.1	0.2		0.1	0.4
ENSG00000278238	AL359513.1	2.0	2.0	3.0	1.0	0.3	1.0
ENSG00000278239	AC243967.3						0.1
ENSG00000278244	ENSG00000278244	0.8	0.6	1.0			
ENSG00000278255	AC005344.1				0.1		
ENSG00000278259	MYO19	6.0	6.0	5.0	6.0	2.0	4.0
ENSG00000278266	AC079949.2				1.0	0.1	4.0
ENSG00000278267	MIR6859-1	0.2	0.5	0.2			
ENSG00000278272	HIST1H3C	0.4	0.2	0.2	0.1	0.2	0.2
ENSG00000278275	AC103705.1	0.1	0.1				
ENSG00000278276	AL110115.2	0.1	0.2	0.3			
ENSG00000278281	MIR7856	0.5	1.0			0.6	
ENSG00000278290	ENSG00000278290						0.8
ENSG00000278291	AL161772.1	0.1	2.0	0.1	0.1	0.2	0.2
ENSG00000278292	RFPL4AP6						0.1
ENSG00000278301	GRAMD4P3	0.1	0.1	0.2	0.4	0.1	0.6
ENSG00000278305	AL161616.2		0.1				
ENSG00000278309	ENSG00000278309				1.0		0.3
ENSG00000278311	GGNBP2	8.0	10.0	8.0	8.0	6.0	8.0
ENSG00000278313	AC100827.5	0.1	0.1				0.1
ENSG00000278315	ENSG00000278315						0.7
ENSG00000278318	ZNF229	0.5			5.0	2.0	3.0
ENSG00000278330	AC018529.2	0.7	0.2	0.5		0.1	
ENSG00000278332	AL021918.2	0.1					
ENSG00000278338	VWA8-AS1	0.1					0.1
ENSG00000278341	AC138028.6	0.3	0.3	0.3	1.0	0.5	0.3
ENSG00000278343	AL356130.2						0.1
ENSG00000278344	AC063943.1	0.1	0.3	0.1			
ENSG00000278346	AC080112.2						0.1
ENSG00000278350	ENSG00000278350	2.0	0.6	0.6	0.4	0.4	
ENSG00000278351	AC009248.2	0.2					
ENSG00000278353	ENSG00000278353			0.2			
ENSG00000278356	AC005911.1	0.5	1.0	0.9	1.0	0.2	0.2
ENSG00000278366	ENSG00000278366	0.2				0.2	
ENSG00000278367	AL356652.1					0.1	
ENSG00000278370	AC021422.1	0.2	0.1				
ENSG00000278374	RF00015	0.7	0.6	0.3	2.0	0.1	0.5
ENSG00000278375	ENSG00000278375	0.2					
ENSG00000278376	AP004609.3	0.2	0.3	0.1	0.2	0.1	0.7
ENSG00000278380	ENSG00000278380	0.1					
ENSG00000278383	AL031673.1	0.6		1.0	2.0	0.2	0.6
ENSG00000278384	ENSG00000278384	3.0	2.0	0.8	2.0	0.9	5.0
ENSG00000278385	AC121338.2				0.2		0.3
ENSG00000278389	AC099518.6	0.1					0.6
ENSG00000278390	AL354696.2	0.5	1.0	0.7	0.1		0.2
ENSG00000278392	ENSG00000278392	0.2		1.0		0.2	1.0
ENSG00000278396	AL122023.1	0.3	0.3	0.3	0.6	0.2	2.0
ENSG00000278398	ENSG00000278398						0.8
ENSG00000278405	ENSG00000278405			0.2			0.8
ENSG00000278413	RF02271		0.3	0.2			
ENSG00000278416	PMS2P2	0.3	0.5	0.2	0.1	0.1	0.6
ENSG00000278418	MIR6512	0.4	0.4	3.0			
ENSG00000278419	AL451164.2		0.1	0.1	0.1		
ENSG00000278420	MIR6819	0.3	0.8	3.0	5.0	0.5	
ENSG00000278421	RF02119	0.6		0.7		0.4	10.0
ENSG00000278433	MIR6070		0.3				
ENSG00000278434	AC023830.3	0.1	0.4		0.2	0.1	0.1
ENSG00000278438	MIR7849	0.1					
ENSG00000278439	ENSG00000278439	0.7	0.4	2.0		0.4	2.0
ENSG00000278445	AL137246.2		0.1		0.4		
ENSG00000278447	MIR6781		0.3				
ENSG00000278448	ENSG00000278448	0.2	0.7	0.1	0.4		0.3
ENSG00000278451	ENSG00000278451		0.1		0.2		
ENSG00000278456	AC015712.7				0.8	0.2	
ENSG00000278457	ENSG00000278457						2.0
ENSG00000278462	AL359880.1	0.4	0.7	0.5		0.2	
ENSG00000278463	HIST1H2AB	0.2	0.1	0.1			0.2
ENSG00000278464	AC068506.1						0.8
ENSG00000278467	AC138393.3	1.0	1.0	3.0	1.0	1.0	2.0
ENSG00000278472	AC009268.2	0.2	0.1			0.2	0.2
ENSG00000278475	AC009464.1	0.2	0.1	0.1			
ENSG00000278479	ENSG00000278479	0.1		0.2		0.1	
ENSG00000278483	MIR8087	0.2	0.2				
ENSG00000278484	AC010998.3			1.0			
ENSG00000278486	YRDCP1	0.1					0.3
ENSG00000278487	AC106800.4		0.1				0.1
ENSG00000278492	AC006213.6	0.8	0.9	0.7	2.0	0.3	1.0
ENSG00000278493	AC039056.2	1.0	0.3	0.1	0.3	0.2	
ENSG00000278499	NPAP1L		0.1				
ENSG00000278500	AC009336.2				0.1	0.1	
ENSG00000278504	ENSG00000278504	1.0	1.0	0.9	2.0	0.1	0.4
ENSG00000278505	C17orf78	0.1	0.1				0.1
ENSG00000278513	AC091046.2		0.1		0.4		
ENSG00000278514	AC068831.6				0.3		0.1
ENSG00000278517	MIR6865		0.3	1.0		0.5	
ENSG00000278518	AL161645.1		0.2		0.1	0.1	
ENSG00000278520	MIR7851	0.6	0.3	1.0			
ENSG00000278523	RF00019			0.2			
ENSG00000278524	MIR6810		0.7	1.0			
ENSG00000278525	RN7SL607P		0.3	0.1			
ENSG00000278530	CHMP1B2P				0.1	0.2	0.1
ENSG00000278531	AL512324.3		0.2				
ENSG00000278535	DHRS11	2.0	3.0	0.9	2.0	0.5	0.6
ENSG00000278540	ACACA	10.0	15.0	8.0	6.0	5.0	12.0
ENSG00000278543	AC010332.2						0.1
ENSG00000278546	AC003101.2				0.2	0.5	0.1
ENSG00000278549	MIR6736		0.3	0.3		0.3	0.3
ENSG00000278558	TMEM191B	0.2	0.4	0.1		0.1	0.2
ENSG00000278570	NR2E3						0.2
ENSG00000278576	AL162171.4	0.1	0.1	0.1	0.5		0.1
ENSG00000278586	AC005088.1	0.1		0.1			
ENSG00000278588	HIST1H2BI	0.7	0.3				
ENSG00000278590	RN7SL113P	0.1	0.4	0.8	0.4	0.7	0.9
ENSG00000278592	RF02141				1.0	0.4	
ENSG00000278594	AL589182.2		0.1				0.4
ENSG00000278595	AL133396.2	0.1	0.2	0.1	0.1		
ENSG00000278597	ENSG00000278597			151.0			
ENSG00000278598	MIR6775		0.9	0.5		1.0	
ENSG00000278599	TBC1D3E	0.3					
ENSG00000278600	AC015871.3	3.0	2.0	5.0	3.0	0.7	2.0
ENSG00000278601	AL158163.2	0.2	0.7	0.5	0.1	0.3	
ENSG00000278603	AC245033.3					0.3	
ENSG00000278607	AC015819.2	0.1	0.2	1.0	0.5		
ENSG00000278609	ENSG00000278609					0.2	
ENSG00000278610	AC093152.1	0.1			0.2		
ENSG00000278611	ZNF426-DT	0.3	1.0	0.4	0.7	0.3	1.0
ENSG00000278615	C11orf98	9.0	3.0	2.0	4.0	2.0	4.0
ENSG00000278616	BEND3P3	0.3	0.4	0.1	2.0	0.7	0.8
ENSG00000278619	MRM1	9.0	11.0	3.0	3.0	2.0	3.0
ENSG00000278621	AC037198.2		0.1		4.0	14.0	9.0
ENSG00000278626	AC023310.4						0.2
ENSG00000278627	AC005962.1	0.3	1.0	0.2			
ENSG00000278628	ENSG00000278628		0.3				
ENSG00000278630	LINC02335		0.2		0.1		0.3
ENSG00000278631	AC097374.2						0.4
ENSG00000278635	AC141557.2	3.0	7.0	24.0	2.0	0.2	0.6
ENSG00000278636	RF00017		0.1	0.1	0.4		
ENSG00000278637	HIST1H4A	1.0	0.8	1.0	0.7		0.1
ENSG00000278638	AC244093.5	0.2	0.2	0.3	0.1	0.1	0.5
ENSG00000278639	ENSG00000278639		0.2				
ENSG00000278642	AC015813.4				0.2	1.0	0.8
ENSG00000278651	ENSG00000278651		0.2	0.5			
ENSG00000278654	AC007450.4		0.1		0.5		
ENSG00000278655	AP000346.4			0.8			0.6
ENSG00000278658	MIR6826		0.3	0.5			
ENSG00000278660	ENSG00000278660	0.5					
ENSG00000278661	TRAJ37	0.5					
ENSG00000278662	GOLGA6L10	0.9	0.1		0.4	0.2	1.0
ENSG00000278665	AC020765.3			0.3			
